time,open,high,low,close,tick_volume,spread,real_volume
2025-11-28 15:36:00,156.125,156.13,156.12,156.121,234.0,21,0.0
2025-11-28 15:37:00,156.12,156.122,156.103,156.107,202.0,22,0.0
2025-11-28 15:38:00,156.106,156.123,156.106,156.107,87.0,23,0.0
2025-11-28 15:39:00,156.107,156.12,156.105,156.113,85.0,21,0.0
2025-11-28 15:40:00,156.113,156.12,156.108,156.108,141.0,21,0.0
2025-11-28 15:41:00,156.109,156.114,156.103,156.103,126.0,21,0.0
2025-11-28 15:42:00,156.102,156.129,156.1,156.114,156.0,21,0.0
2025-11-28 15:43:00,156.115,156.146,156.114,156.14,150.0,22,0.0
2025-11-28 15:44:00,156.141,156.144,156.12,156.122,200.0,21,0.0
2025-11-28 15:45:00,156.122,156.122,156.106,156.113,124.0,21,0.0
2025-11-28 15:46:00,156.112,156.113,156.107,156.108,106.0,23,0.0
2025-11-28 15:47:00,156.109,156.122,156.106,156.11,135.0,22,0.0
2025-11-28 15:48:00,156.11,156.111,156.1,156.105,140.0,21,0.0
2025-11-28 15:49:00,156.103,156.106,156.092,156.1,73.0,21,0.0
2025-11-28 15:50:00,156.099,156.108,156.079,156.084,120.0,21,0.0
2025-11-28 15:51:00,156.085,156.104,156.082,156.089,61.0,21,0.0
2025-11-28 15:52:00,156.089,156.09,156.063,156.065,115.0,21,0.0
2025-11-28 15:53:00,156.067,156.067,156.053,156.062,124.0,21,0.0
2025-11-28 15:54:00,156.063,156.067,156.052,156.059,65.0,23,0.0
2025-11-28 15:55:00,156.06,156.06,156.005,156.017,185.0,21,0.0
2025-11-28 15:56:00,156.018,156.031,156.012,156.02,197.0,21,0.0
2025-11-28 15:57:00,156.019,156.038,156.007,156.008,189.0,21,0.0
2025-11-28 15:58:00,156.006,156.011,155.993,155.996,123.0,21,0.0
2025-11-28 15:59:00,155.996,156.012,155.994,156.009,102.0,21,0.0
2025-11-28 16:00:00,156.009,156.021,155.999,156.019,101.0,21,0.0
2025-11-28 16:01:00,156.021,156.024,155.995,155.996,162.0,21,0.0
2025-11-28 16:02:00,155.997,156.0,155.979,155.991,146.0,21,0.0
2025-11-28 16:03:00,155.99,156.009,155.989,156.006,187.0,23,0.0
2025-11-28 16:04:00,156.007,156.028,156.004,156.025,147.0,21,0.0
2025-11-28 16:05:00,156.026,156.038,156.025,156.029,258.0,21,0.0
2025-11-28 16:06:00,156.027,156.03,156.002,156.007,243.0,22,0.0
2025-11-28 16:07:00,156.007,156.024,156.006,156.012,198.0,23,0.0
2025-11-28 16:08:00,156.011,156.012,155.994,155.997,49.0,22,0.0
2025-11-28 16:09:00,155.997,155.998,155.991,155.993,20.0,22,0.0
2025-11-28 16:10:00,155.993,155.993,155.97,155.986,32.0,22,0.0
2025-11-28 16:11:00,155.986,156.014,155.986,156.014,89.0,21,0.0
